quilate;corte;color;claridad;profunidad;mesa;x;y;z;precio;tipo precio
0.41;Ideal;G;VVS2;61.3;56;4.79;4.77;2.93;1076;Minimo
1.7;Very Good;G;VS1;63.5;56;7.64;7.53;4.82;15102;Premiun
0.82;Good;G;SI2;63.8;60;5.89;5.84;3.74;2512;Bajo
0.54;Premium;E;VS2;59.2;58;5.32;5.35;3.16;1754;Bajo
0.31;Ideal;G;VVS1;61.6;56;4.35;4.39;2.69;816;Minimo
0.5;Ideal;G;SI2;;57;5.1;5.13;3.14;1107;Minimo
0.42;Ideal;I;VS1;62;55;4.85;4.83;3;992;Minimo
0.42;Ideal;F;VVS2;61.6;56;4.83;4.85;2.98;1142;Minimo
0.71;Very Good;G;VS2;63.1;56;5.58;5.77;3.58;2462;Bajo
0.75;Good;E;VS1;63.1;55;5.8;5.83;3.67;3231;Bajo
0.74;Ideal;G;VS2;62.3;55;5.8;5.83;3.62;2877;Bajo
0.5;Very Good;F;SI1;61.4;57;5.08;5.12;3.13;1295;Minimo
1.2;Ideal;I;SI1;62.6;58;6.74;6.71;4.21;5376;Bajo
1.2;Very Good;I;SI1;62.2;55;6.75;6.92;4.25;5408;Bajo
0.3;Ideal;E;VS2;62.6;54;4.28;4.31;2.69;658;Minimo
2.29;Premium;H;SI2;62.5;58;8.43;8.37;5.25;17666;VIP
0.21;Premium;D;VS2;58.3;59;3.96;3.93;2.3;386;Minimo
0.43;Premium;G;IF;61;58;4.82;4.88;2.96;1433;Bajo
0.76;Ideal;H;SI1;61.7;56;5.87;5.84;3.61;2338;Bajo
0.9;Premium;I;SI1;62.1;59;6.19;6.15;3.83;3121;Bajo
0.34;Good;G;SI1;63.9;58;4.43;4.4;2.82;650;Minimo
0.33;Ideal;E;VVS1;61.2;56;4.45;4.51;2.74;984;Minimo
0.9;Very Good;E;VS2;61.1;63;6.2;6.17;3.78;4062;Bajo
1.01;Premium;H;VS2;60.7;61;6.47;6.39;3.9;4921;Bajo
0.56;Ideal;D;VS2;61.5;57;5.28;5.33;3.26;1963;Bajo
0.7;Ideal;E;VS2;62.2;55;5.64;5.67;3.52;3172;Bajo
0.32;Ideal;F;VVS1;61.5;56;4.41;4.43;2.72;912;Minimo
0.33;Ideal;E;VVS1;61.7;56;4.46;4.42;2.74;1052;Minimo
1.04;Premium;D;SI2;60.9;57;6.54;6.49;3.97;4123;Bajo
1;Premium;F;I1;58.9;60;6.6;6.55;3.87;2841;Bajo
0.3;Good;H;SI1;63.4;58;4.26;4.29;2.71;421;Minimo
1.31;Ideal;H;SI2;62.3;56;7;6.97;4.35;6225;Medio
0.31;Premium;G;VVS1;62.2;59;4.3;4.32;2.68;816;Minimo
1.51;Premium;F;VS2;62;60;7.23;7.35;4.52;14165;Premiun
1.51;Premium;I;SI1;61.8;60;7.23;7.3;4.49;7989;Medio
0.66;Ideal;I;SI1;61.2;57;5.6;5.64;3.44;1712;Bajo
0.41;Very Good;G;VS1;61.7;57;4.75;4.78;2.94;899;Minimo
1.51;Ideal;G;SI2;62.4;56;7.29;7.25;4.54;9234;Alto
1.51;Premium;H;VS2;60.7;58;7.45;7.4;4.51;10685;Alto
0.7;Very Good;J;SI1;61.7;57;5.65;5.69;3.5;1979;Bajo
0.33;Ideal;G;VVS1;61.7;54;4.47;4.48;2.76;868;Minimo
1.2;Good;J;VS2;63.7;58;6.61;6.68;4.23;4466;Bajo
0.3;Ideal;G;IF;62.1;55;4.32;4.34;2.69;863;Minimo
1.01;Very Good;F;SI2;63.5;56;6.38;6.35;4.04;3897;Bajo
0.9;Very Good;E;I1;62.4;63;6.13;6.01;3.79;2245;Bajo
0.32;Premium;J;VS1;61.9;58;4.39;4.33;2.7;540;Minimo
0.38;Premium;F;VS1;60.2;58;4.73;4.71;2.84;1117;Minimo
0.42;Premium;E;SI1;61.6;59;4.85;4.83;2.98;992;Minimo
0.25;Very Good;F;VVS2;62.2;57;4.01;4.04;2.5;633;Minimo
0.8;Ideal;F;VS1;62.4;55;5.92;5.88;3.68;3884;Bajo
0.32;Ideal;E;VS2;61.7;56;4.44;4.41;2.73;900;Minimo
0.55;Ideal;I;SI1;61.2;55;5.28;5.33;3.25;1320;Bajo
0.31;Ideal;E;VS2;61.6;56;4.37;4.4;2.7;680;Minimo
0.5;Premium;D;VS2;61.4;59;5.11;5.15;3.15;1752;Bajo
1.02;Premium;D;SI2;59.5;62;6.56;6.52;3.89;4912;Bajo
0.62;Premium;F;SI1;61.3;60;5.48;5.45;3.35;1633;Bajo
1.85;Very Good;H;I1;63.3;56;7.8;7.75;4.92;5688;Bajo
0.4;Ideal;G;VS2;62.3;57;4.71;4.7;2.93;1035;Minimo
0.53;Ideal;E;VS1;60.9;57;5.19;5.25;3.18;1700;Bajo
0.51;Premium;E;SI2;59.5;60;5.25;5.17;3.1;1294;Minimo
1.01;Premium;H;SI2;61.5;60;6.4;6.34;3.92;4242;Bajo
0.53;Very Good;G;VS1;;57;5.22;5.26;3.2;1648;Bajo
1.1;Premium;G;VS2;62.8;58;6.6;6.58;4.14;6387;Medio
0.58;Ideal;E;VS1;60.8;57;5.41;5.42;3.29;2241;Bajo
1.51;Premium;E;VS2;62.2;59;7.4;7.36;4.59;14844;Premiun
0.45;Ideal;H;SI1;61.3;55;4.96;4.99;3.05;790;Minimo
1.67;Very Good;J;SI1;62.3;59;7.59;7.63;4.74;7911;Medio
0.3;Premium;F;VVS2;61;59;4.33;4.3;2.63;945;Minimo
0.67;Very Good;E;SI2;63.1;58;5.62;5.53;3.53;1244;Minimo
0.52;Ideal;G;SI2;61.1;56;5.19;5.22;3.18;1100;Minimo
0.31;Ideal;E;IF;61.9;55;4.38;4.41;2.72;1046;Minimo
1.01;Very Good;E;VVS2;63.4;57;6.45;6.33;4.05;8797;Medio
1.61;Ideal;G;SI1;61.2;55;7.62;7.57;4.65;11294;Alto
1.02;Premium;G;SI2;62.5;58;6.42;6.34;3.99;3656;Bajo
0.4;Ideal;E;SI1;63;57;4.68;4.65;2.94;882;Minimo
1.3;Good;J;SI1;64;58;6.91;6.84;4.4;5242;Bajo
0.45;Premium;I;SI1;62.2;58;4.89;4.86;3.03;941;Minimo
0.3;Good;I;SI1;64.1;57;4.25;4.3;2.74;391;Minimo
0.41;Premium;E;SI2;61.3;57;4.83;4.79;2.95;876;Minimo
0.4;Ideal;G;IF;62.3;55;4.74;4.76;2.96;1229;Minimo
1.08;Ideal;G;VS2;62.5;56;6.57;6.54;4.1;6530;Medio
0.58;Ideal;F;SI1;60.9;55;5.39;5.41;3.29;1569;Bajo
0.72;Good;F;SI2;63.8;59;5.64;5.58;3.58;1609;Bajo
0.31;Ideal;F;VS2;62.6;57;4.33;4.27;2.69;802;Minimo
1.51;Ideal;F;VS2;62.4;53;7.37;7.32;4.58;15688;Premiun
2.23;Very Good;J;SI2;60.5;61;8.4;8.47;5.1;12655;Alto
0.9;Premium;D;SI1;62.8;59;6.18;6.14;3.87;4612;Bajo
1.1;Ideal;I;SI2;61.7;56;6.65;6.6;4.09;3216;Bajo
0.31;Ideal;F;VVS2;61.6;55;4.35;4.38;2.69;917;Minimo
1.03;Good;H;SI2;63.8;63;6.36;6.3;4.04;5768;Bajo
1.02;Premium;D;I1;61.4;60;6.42;6.47;3.96;3769;Bajo
0.38;Ideal;I;SI1;61.9;54;4.64;4.67;2.88;593;Minimo
0.5;Fair;G;VS1;65.7;63;4.97;4.87;3.23;1257;Minimo
0.72;Premium;J;SI2;60.3;58;5.81;5.73;3.48;1667;Bajo
0.3;Premium;D;SI1;62.2;61;4.28;4.24;2.65;709;Minimo
0.6;Ideal;D;VS2;61.4;53;5.45;5.5;3.36;2473;Bajo
0.32;Premium;G;VS2;61.1;58;4.45;4.42;2.71;720;Minimo
0.54;Ideal;E;VVS2;61.1;57;5.27;5.24;3.21;2375;Bajo
1.31;Premium;H;VS2;59.8;58;7.19;7.09;4.27;7732;Medio
0.61;Ideal;E;VVS2;62.1;54.2;5.43;5.45;3.38;2907;Bajo
1.19;Good;I;SI1;63.7;57.2;6.69;6.73;4.28;5236;Bajo
0.37;Ideal;F;VS1;61.7;56;4.61;4.63;2.85;811;Minimo
0.3;Ideal;G;VS1;61.5;57;4.34;4.31;2.66;776;Minimo
0.75;Fair;J;VS2;59.1;66;5.99;5.82;3.49;1944;Bajo
0.36;Premium;E;VVS1;62.4;56;4.57;4.53;2.84;1035;Minimo
0.37;Ideal;F;VS2;61.4;56;4.63;4.59;2.83;957;Minimo
0.35;Ideal;D;SI1;62.3;57;4.5;4.52;2.81;644;Minimo
1.5;Good;I;SI1;63.8;56;7.26;7.15;4.59;6224;Medio
1.29;Ideal;G;VS2;61.3;57;6.99;7.07;4.31;9243;Alto
0.42;Ideal;G;VS2;61.8;56;4.81;4.84;2.98;847;Minimo
1.2;Ideal;G;VS2;62.6;57;6.74;6.81;4.24;7413;Medio
0.52;Ideal;D;VS2;62.6;55;5.12;5.14;3.21;1822;Bajo
1.27;Ideal;J;VS2;61.8;54;6.95;6.98;4.31;5285;Bajo
2;Very Good;I;SI1;63.6;57;7.9;7.99;5.05;14057;Premiun
1.06;Premium;H;VS2;60.8;59;6.55;6.58;3.99;5205;Bajo
1.02;Ideal;G;SI1;62.1;55;6.46;6.49;4.02;5426;Bajo
1.12;Ideal;G;VS1;61.1;56;6.7;6.73;4.1;8080;Medio
0.31;Ideal;G;IF;62.1;54;4.38;4.41;2.73;891;Minimo
0.4;Premium;G;VVS1;61.5;58;4.69;4.74;2.9;1123;Minimo
1.06;Premium;G;VS2;60.9;57;6.65;6.61;4.04;6582;Medio
0.9;Fair;D;SI1;64.5;61;6.05;6.01;3.89;3689;Bajo
0.74;Very Good;G;VVS1;63.2;56;5.74;5.72;3.62;3328;Bajo
0.31;Ideal;D;SI1;62.3;54;4.37;4.33;2.71;732;Minimo
0.32;Ideal;E;VS2;62.2;56;4.41;4.37;2.73;900;Minimo
0.64;Ideal;F;VS2;62.5;56;5.55;5.53;3.46;2074;Bajo
0.31;Ideal;D;VVS2;60.9;57;4.42;4.38;2.68;997;Minimo
0.42;Ideal;F;VVS2;61.3;57;4.8;4.82;2.95;1142;Minimo
1.21;Ideal;H;SI1;62.9;57;6.78;6.74;4.25;4249;Bajo
0.31;Ideal;D;VS2;62.6;56;4.33;4.36;2.72;734;Minimo
2.17;Premium;H;SI1;62.3;58;8.29;8.25;5.15;13248;Premiun
0.53;Ideal;J;VS1;61.4;55.2;5.2;5.22;3.2;1218;Minimo
1.24;Premium;J;VS2;62;58;6.87;6.91;4.27;5128;Bajo
0.3;Premium;G;VVS1;61.8;59;4.28;4.33;2.66;789;Minimo
0.43;Ideal;F;VS2;61.4;54;4.9;4.93;3.02;848;Minimo
1.7;Premium;I;VS2;60.7;59;7.63;7.7;4.65;11519;Alto
2.3;Good;I;SI2;63.8;55;8.4;8.35;5.34;12944;Alto
1.21;Premium;I;SI2;62.3;59;6.82;6.77;4.23;4686;Bajo
0.44;Ideal;F;VVS2;60.9;55;4.96;4.92;3.01;1253;Minimo
0.31;Premium;F;VS2;61.7;58;4.38;4.34;2.69;802;Minimo
1.73;Very Good;I;SI1;61.2;60;7.65;7.67;4.69;10761;Alto
1.01;Good;G;VS1;64;60;6.29;6.33;4.04;6509;Medio
1.02;Premium;D;SI2;59.3;60;6.56;6.52;3.88;4583;Bajo
0.52;Ideal;H;VS1;61.7;55;5.21;5.17;3.2;1790;Bajo
0.4;Ideal;E;VS2;62.4;56;4.74;4.71;2.95;975;Minimo
1.02;Very Good;H;SI2;58.3;61;6.57;6.63;3.85;4004;Bajo
0.3;Premium;D;VS2;60.4;59;4.32;4.35;2.62;710;Minimo
0.71;Very Good;E;SI1;61.7;61;5.74;5.76;3.55;2606;Bajo
0.41;Good;J;VS2;64.3;55;4.7;4.66;3.01;784;Minimo
0.7;Ideal;G;SI1;60.9;57;5.79;5.77;3.52;2415;Bajo
1.07;Premium;G;I1;62.3;60;6.55;6.51;4.07;3547;Bajo
0.7;Ideal;H;VVS1;61.7;54;5.72;5.76;3.54;2618;Bajo
0.4;Ideal;F;VS2;62.6;56;4.71;4.72;2.95;790;Minimo
0.5;Premium;F;SI2;62.3;59;5.1;5.04;3.16;1016;Minimo
0.3;Ideal;G;VVS2;61.4;57;4.29;4.31;2.64;665;Minimo
1;Very Good;F;VS2;62.7;58;6.38;6.41;4.01;6319;Medio
0.33;Ideal;E;VS1;59.6;56;4.49;4.54;2.69;781;Minimo
0.7;Very Good;G;VVS2;60.2;61;5.66;5.74;3.43;3052;Bajo
0.63;Premium;E;SI2;58.9;59;5.64;5.6;3.31;1169;Minimo
1.01;Very Good;F;VS2;63.6;59;6.3;6.34;4.02;6714;Medio
0.77;Very Good;F;SI1;59.6;60;5.95;5.97;3.55;3044;Bajo
0.39;Premium;G;VS2;60.4;61;4.73;4.71;2.85;942;Minimo
0.79;Ideal;E;VS2;62.2;55;5.9;5.97;3.69;3827;Bajo
0.5;Very Good;G;SI1;;52;5.1;5.15;3.2;1153;Minimo
1.12;Ideal;F;VVS1;61;56;6.71;6.74;4.1;11403;Alto
1.52;Premium;H;VS1;58.4;59;7.55;7.52;4.4;11853;Alto
0.3;Premium;D;VS2;60.7;60;4.33;4.37;2.64;710;Minimo
0.34;Very Good;H;VS2;61.9;56;4.46;4.49;2.77;537;Minimo
0.54;Ideal;H;VS1;61.3;55.9;5.23;5.27;3.21;1633;Bajo
1.05;Premium;D;SI2;60.4;57;6.6;6.55;3.97;5057;Bajo
1.31;Ideal;F;SI1;61.6;55;7.04;7.09;4.35;9331;Alto
0.6;Ideal;I;SI2;62.2;54;5.4;5.44;3.37;1125;Minimo
0.43;Very Good;F;VS2;61.6;59;4.78;4.87;2.97;905;Minimo
0.52;Ideal;D;VS2;62.1;57;5.13;5.17;3.2;1774;Bajo
1.01;Ideal;E;SI1;61.6;57;6.44;6.49;3.98;5206;Bajo
1.05;Ideal;H;SI2;61.8;58;6.52;6.55;4.04;4604;Bajo
1.27;Premium;E;SI1;60.9;59;7.03;6.97;4.26;7980;Medio
2.52;Fair;H;SI2;65.4;59;8.49;8.42;5.53;13846;Premiun
0.77;Ideal;D;VS2;61.8;56;5.84;5.9;3.63;3721;Bajo
0.57;Ideal;I;IF;61;55;5.38;5.41;3.29;1779;Bajo
1.5;Fair;I;I1;71.3;58;6.85;6.81;4.87;4368;Bajo
0.71;Fair;H;SI1;65.1;56;5.63;5.55;3.64;2112;Bajo
0.73;Ideal;G;SI1;62.1;56;5.74;5.79;3.58;2654;Bajo
0.3;Ideal;G;VS1;62;54;4.3;4.35;2.68;605;Minimo
1.07;Premium;H;SI2;61.2;60;6.57;6.53;4.01;4494;Bajo
1.21;Premium;H;SI2;60.6;56;6.92;6.84;4.17;5140;Bajo
0.77;Good;F;VS1;59.3;56;5.98;6.03;3.56;3393;Bajo
0.31;Ideal;D;VS2;61.8;56;4.36;4.32;2.68;942;Minimo
1.14;Ideal;G;IF;61.1;57;6.7;6.76;4.11;10313;Alto
0.33;Ideal;G;VS1;61.9;55;4.41;4.44;2.74;666;Minimo
0.28;Very Good;H;VVS1;59.9;62;4.23;4.28;2.55;504;Minimo
0.31;Very Good;E;SI1;58.3;60;4.48;4.51;2.62;544;Minimo
1;Fair;H;SI2;65.3;62;6.34;6.12;4.08;2818;Bajo
1.82;Premium;G;SI1;62.7;58;7.75;7.68;4.84;15162;Premiun
0.71;Very Good;H;SI1;62.4;58;5.67;5.7;3.55;2076;Bajo
0.3;Premium;G;VVS2;61.2;58;4.32;4.34;2.65;684;Minimo
1.02;Good;G;VS2;63.7;57;6.24;6.31;4;5943;Bajo
0.6;Fair;F;VVS2;60.1;66;5.48;5.44;3.28;2484;Bajo
1.21;Premium;J;SI2;60.9;60;6.82;6.78;4.14;4440;Bajo
0.4;Very Good;F;SI1;62.8;59;4.71;4.72;2.96;737;Minimo
0.57;Ideal;E;VS1;61.4;57;5.32;5.37;3.28;1965;Bajo
1.04;Fair;F;I1;65.4;60;6.39;6.3;4.15;2134;Bajo
0.53;Ideal;H;IF;62;54;5.22;5.27;3.25;1949;Bajo
1;Ideal;F;VS1;61.4;56;6.46;6.51;3.98;7177;Medio
1.04;Good;F;VS2;63.7;58;6.34;6.43;4.07;6606;Medio
0.31;Very Good;I;SI1;63.3;53;4.32;4.3;2.73;523;Minimo
0.3;Ideal;I;SI1;61.3;56;4.32;4.33;2.65;394;Minimo
0.8;Ideal;F;SI2;61.4;57;5.96;6;3.67;2761;Bajo
0.32;Ideal;F;VS1;61.1;57;4.42;4.45;2.71;652;Minimo
0.41;Ideal;G;VS2;62.4;54;4.78;4.81;2.99;827;Minimo
0.59;Ideal;F;VS2;62.9;55;5.39;5.32;3.37;1743;Bajo
1.4;Premium;D;SI2;61.8;54;7.21;7.16;4.44;8419;Medio
0.61;Very Good;I;VS2;62.4;57;5.4;5.43;3.38;1572;Bajo
0.51;Good;E;SI1;63.9;54;5.05;5.09;3.24;1343;Bajo
1.01;Fair;F;SI2;67.3;62;6.09;6.03;4.08;3597;Bajo
0.62;Premium;G;I1;58.9;60;5.65;5.54;3.29;933;Minimo
0.74;Premium;E;SI2;62.2;57;5.79;5.77;3.59;2002;Bajo
0.73;Fair;I;VS1;55.9;66;6.11;6.01;3.39;2330;Bajo
2.01;Premium;H;SI1;62.7;59;8.08;8.03;5.05;17849;VIP
0.55;Ideal;H;SI1;60.8;56;5.3;5.33;3.23;1584;Bajo
0.29;Very Good;F;VS1;63;55;4.24;4.27;2.68;504;Minimo
1;Good;G;VS1;63.7;60;6.38;6.31;4.04;4805;Bajo
0.4;Ideal;J;VS2;62.3;55;4.72;4.75;2.95;598;Minimo
0.34;Ideal;G;VS2;62.1;55;4.46;4.49;2.78;596;Minimo
0.29;Very Good;G;VS1;58.1;59;4.39;4.42;2.56;660;Minimo
0.59;Premium;G;VS2;61.1;57;5.43;5.4;3.31;1789;Bajo
0.9;Very Good;F;SI1;63.4;58;6.09;6.12;3.87;3950;Bajo
1.5;Very Good;H;VS1;63.4;56;7.29;7.25;4.61;10584;Alto
1.31;Premium;E;SI2;61.2;60;7.02;6.93;4.27;5176;Bajo
1.51;Premium;G;VS1;62.2;58;7.29;7.35;4.55;14542;Premiun
0.71;Very Good;E;VS2;62.9;57;5.68;5.7;3.58;2964;Bajo
0.71;Premium;F;SI1;60.7;54;5.84;5.8;3.53;2809;Bajo
0.78;Very Good;G;VS2;62.6;58;5.81;5.89;3.66;3113;Bajo
1.24;Ideal;I;SI1;62;58;6.83;6.88;4.25;6232;Medio
1.02;Ideal;F;VS1;61;56;6.54;6.5;3.98;7654;Medio
0.32;Good;D;IF;57.8;56;4.55;4.65;2.66;1252;Minimo
1.15;Ideal;H;SI2;62.5;58;6.65;6.69;4.17;5306;Bajo
0.53;Ideal;I;VS2;62.1;54;5.2;5.24;3.24;1046;Minimo
0.9;Good;E;SI1;59.8;64;6.14;6.21;3.69;4229;Bajo
1.13;Ideal;D;VVS2;61.7;57;6.68;6.65;4.11;12261;Alto
2.03;Premium;H;I1;59.4;59;8.31;8.22;4.91;7421;Medio
1;Very Good;D;VS2;59.8;60;6.46;6.49;3.87;7281;Medio
0.32;Ideal;E;IF;62.3;54;4.38;4.41;2.74;1018;Minimo
0.77;Very Good;J;VVS1;62.8;58;5.78;5.84;3.65;2532;Bajo
0.32;Ideal;H;VVS1;62.2;56;4.38;4.37;2.72;936;Minimo
0.3;Very Good;G;VS1;60.3;62;4.3;4.33;2.6;605;Minimo
0.35;Premium;D;SI1;60.9;58;4.55;4.52;2.76;827;Minimo
0.71;Ideal;D;VS1;61.5;58;5.75;5.77;3.54;3582;Bajo
1.09;Ideal;H;SI1;61.9;56;6.64;6.61;4.1;4871;Bajo
1.03;Ideal;H;SI1;59.7;55;6.6;6.64;3.95;4585;Bajo
0.51;Ideal;E;SI2;;56;5.12;5.14;3.18;1385;Bajo
1.51;Ideal;E;SI2;60.5;57;7.38;7.42;4.48;10935;Alto
0.4;Very Good;E;VVS2;61.4;56;4.74;4.81;2.93;988;Minimo
0.24;Very Good;E;VVS2;58.5;59;4.04;4.09;2.38;552;Minimo
1.51;Very Good;J;SI1;60.6;57;7.38;7.46;4.5;7125;Medio
1.37;Ideal;G;VS1;61.1;55;7.2;7.16;4.39;11009;Alto
0.9;Good;F;SI1;63.9;59;6.09;6.06;3.88;3992;Bajo
0.72;Ideal;G;VVS2;61.3;56;5.76;5.8;3.54;3352;Bajo
0.3;Good;G;VVS2;63.5;56;4.29;4.34;2.74;684;Minimo
0.7;Good;D;SI2;58.2;63;5.78;5.83;3.38;2583;Bajo
0.57;Ideal;F;VS1;61.9;56;5.3;5.39;3.31;1949;Bajo
0.59;Ideal;G;VS2;62.1;57;5.36;5.39;3.34;1774;Bajo
0.4;Very Good;G;SI1;61.9;55;4.71;4.75;2.93;682;Minimo
0.51;Ideal;G;VVS2;61.5;57;5.13;5.18;3.17;1875;Bajo
0.41;Ideal;G;IF;61.7;56;4.78;4.81;2.96;1259;Minimo
1.13;Fair;H;I1;64.8;59;6.52;6.42;4.19;2968;Bajo
1.05;Ideal;E;VS1;62.1;56;6.57;6.48;4.05;9160;Alto
1.13;Ideal;F;SI1;59.7;57;6.82;6.79;4.06;5342;Bajo
2.25;Very Good;J;SI2;58.4;63;8.6;8.65;5.04;13597;Premiun
0.3;Premium;F;VS1;61;58;4.36;4.33;2.65;731;Minimo
0.5;Very Good;E;VS2;62.9;59;5.06;5.09;3.19;1624;Bajo
0.83;Ideal;E;VS2;61.3;56;6.06;6.08;3.72;4271;Bajo
0.4;Ideal;G;VVS2;62.4;56;4.74;4.72;2.95;1050;Minimo
1.03;Very Good;D;SI1;62.5;59;6.45;6.48;4.04;5924;Bajo
1.01;Good;D;SI1;63.9;61;6.31;6.28;4.02;5147;Bajo
1.53;Premium;I;SI2;62.1;59;7.35;7.37;4.57;7539;Medio
0.62;Premium;E;VS1;62.2;58;5.41;5.46;3.38;2196;Bajo
0.53;Ideal;F;SI1;60;57;5.3;5.27;3.17;1908;Bajo
1.74;Premium;G;VS1;61.7;58;7.78;7.69;4.77;17904;VIP
0.3;Ideal;G;VS2;61.8;54;4.34;4.37;2.69;545;Minimo
0.73;Fair;H;VS2;65.9;55;5.68;5.64;3.74;2278;Bajo
0.7;Premium;G;SI2;61;58;5.75;5.72;3.5;1875;Bajo
0.32;Ideal;F;VS2;62.5;56;4.37;4.4;2.74;645;Minimo
0.61;Ideal;G;VS1;62.1;56;5.42;5.44;3.37;2167;Bajo
0.55;Ideal;J;SI1;62.5;57;5.24;5.22;3.27;1059;Minimo
1.09;Very Good;G;VS1;62.5;59;6.56;6.59;4.11;6546;Medio
0.4;Ideal;G;VS2;61.1;56;4.74;4.78;2.91;1240;Minimo
1.51;Very Good;G;VS1;62.9;58;7.32;7.41;4.63;13378;Premiun
0.23;Very Good;E;VVS2;63;58;3.95;3.99;2.5;505;Minimo
0.7;Very Good;E;VS1;62.8;57;5.65;5.68;3.56;3145;Bajo
1.5;Ideal;D;VS2;62;57;7.34;7.37;4.56;15788;Premiun
0.66;Very Good;F;SI2;61.6;54;5.62;5.64;3.47;1311;Bajo
1.01;Very Good;G;VS2;63.1;60;6.36;6.31;4;6108;Medio
0.32;Very Good;G;SI1;63;56;4.35;4.38;2.75;477;Minimo
0.34;Ideal;E;SI1;61.4;54;4.53;4.5;2.77;765;Minimo
0.31;Premium;H;VVS2;62.4;59;4.35;4.31;2.7;802;Minimo
0.4;Premium;H;VS1;62.7;58.5;4.7;4.74;2.96;793;Minimo
0.9;Premium;D;SI1;61.7;56;6.16;6.09;3.78;3568;Bajo
1.2;Good;E;SI1;64;61;6.61;6.67;4.25;6969;Medio
0.9;Very Good;D;SI1;63.5;57;6.15;6.11;3.89;4304;Bajo
0.3;Premium;G;VVS2;60.8;58;4.38;4.34;2.65;878;Minimo
0.35;Ideal;I;VVS1;61.6;55;4.55;4.58;2.81;628;Minimo
2.01;Very Good;E;SI1;60.8;59;8.14;8.2;4.97;16956;VIP
1.22;Ideal;F;VS2;61.5;57;6.87;6.91;4.24;8783;Medio
0.24;Very Good;F;VS2;62.4;58;3.98;4;2.49;419;Minimo
1.31;Premium;I;SI2;63;58;6.97;6.93;4.38;5612;Bajo
0.52;Very Good;D;SI1;62.7;56;5.08;5.13;3.2;1323;Bajo
0.9;Good;D;SI1;63.2;55;6.1;6.14;3.87;4381;Bajo
0.82;Premium;E;SI1;61.2;61;5.98;5.95;3.65;3211;Bajo
1.05;Very Good;E;SI2;61.7;59;6.52;6.58;4.04;4010;Bajo
0.32;Premium;G;VS2;60.1;61;4.44;4.41;2.66;672;Minimo
0.72;Premium;G;SI1;61.2;62;5.75;5.72;3.51;2212;Bajo
2.01;Very Good;G;SI2;63.3;56;8.06;8.01;5.08;12271;Alto
0.29;Very Good;D;SI2;59.7;56;4.37;4.4;2.62;705;Minimo
1.22;Ideal;G;VS1;60.7;57;6.94;6.93;4.21;9166;Alto
1;Premium;D;SI1;61.4;58;6.37;6.43;3.93;5775;Bajo
0.33;Ideal;E;VS2;62;56;4.48;4.46;2.77;928;Minimo
1.13;Premium;G;SI1;60.9;60;6.76;6.67;4.09;5376;Bajo
0.3;Ideal;D;VS2;61.8;55;4.32;4.35;2.68;606;Minimo
1.03;Ideal;F;SI2;61.6;55;6.49;6.46;3.99;4769;Bajo
1.42;Premium;G;VS1;62.1;56;7.27;7.22;4.5;11434;Alto
0.41;Premium;E;VS2;59.8;60;4.83;4.87;2.9;935;Minimo
0.93;Premium;F;VS2;61.7;58;6.22;6.29;3.86;4961;Bajo
1.1;Premium;E;VVS2;60.1;58;6.76;6.69;4.04;10577;Alto
0.7;Very Good;I;VVS1;58.8;61;5.78;5.82;3.41;2389;Bajo
1.21;Ideal;G;SI2;62.9;57;6.78;6.73;4.25;4631;Bajo
1.25;Ideal;I;VS2;60;57;7.07;7.02;4.23;4795;Bajo
0.35;Ideal;G;VVS1;61.7;55;4.54;4.57;2.81;849;Minimo
1.01;Premium;I;SI2;59.4;57;6.59;6.57;3.91;3971;Bajo
0.4;Good;G;SI1;63.3;58;4.66;4.69;2.96;655;Minimo
0.34;Very Good;G;SI1;61.5;56;4.45;4.52;2.76;507;Minimo
0.7;Very Good;E;SI2;63.1;56;5.66;5.63;3.56;2273;Bajo
0.25;Ideal;G;VS1;62.3;54;4.05;4.11;2.54;438;Minimo
0.71;Ideal;E;SI1;61.3;57;5.81;5.78;3.55;2704;Bajo
1.01;Ideal;G;VS2;61.8;56;6.45;6.42;3.98;6108;Medio
0.72;Premium;D;SI2;62;60;5.73;5.69;3.54;2795;Bajo
0.9;Good;G;SI2;61.8;56;6.11;6.16;3.79;3253;Bajo
0.7;Ideal;F;SI2;65;53;5.61;5.56;3.63;2394;Bajo
1.5;Very Good;D;SI1;;59;7.41;7.46;4.46;12060;Alto
0.73;Ideal;D;SI2;61.8;57;5.75;5.78;3.56;2671;Bajo
2;Ideal;H;VS2;62.4;55;8.03;7.94;4.99;15829;Premiun
1.2;Ideal;G;VVS2;62.2;55;6.77;6.81;4.23;9407;Alto
2.06;Ideal;I;SI2;62.4;55;8.1;8.14;5.07;14120;Premiun
0.59;Very Good;D;SI1;62.3;54;5.38;5.41;3.36;1816;Bajo
0.82;Ideal;G;VS1;61.9;54;5.99;6.03;3.72;3880;Bajo
0.3;Ideal;I;VVS1;62.1;56;4.3;4.33;2.68;552;Minimo
0.32;Ideal;D;VVS2;61.6;55;4.41;4.45;2.73;1107;Minimo
1.53;Premium;G;VS2;61.8;59;7.45;7.31;4.56;12717;Alto
0.31;Ideal;G;SI1;61.2;55;4.37;4.39;2.68;446;Minimo
0.5;Fair;F;I1;71;57;4.87;4.79;3.43;613;Minimo
